level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text,page
5,1,2,4,6,7,664,962,39,24,96.936516,the,8
5,1,2,4,6,8,713,962,107,33,96.968948,opposite,8
5,1,2,4,6,9,830,962,28,24,96.613533,of,8
5,1,2,4,6,10,866,963,39,24,96.613533,the,8
5,1,2,4,6,11,914,963,72,25,85.436958,truth.,8
5,1,2,4,7,1,210,998,53,25,96.572388,The,8
5,1,2,4,7,2,274,1003,55,28,96.572388,poet,8
5,1,2,4,7,3,340,997,71,25,96.353317,needs,8
5,1,2,4,7,4,424,1006,31,15,97.008522,no,8
5,1,2,4,7,5,466,997,59,25,97.008522,such,8
5,1,2,4,7,6,536,997,77,24,96.447487,words,8
5,1,2,4,7,7,625,1002,23,19,96.447487,at,8
5,1,2,4,7,8,659,997,41,29,96.338806,all;,8
5,1,2,4,7,9,712,998,40,24,96.601738,the,8
5,1,2,4,7,10,763,998,117,24,96.601738,existence,8
5,1,2,4,7,11,892,1007,26,16,93.055351,or,8
5,1,2,4,7,12,930,1007,57,16,92.83226,non-,8
5,1,2,4,8,1,210,1034,115,24,96.997963,existence,8
5,1,2,4,8,2,334,1033,28,24,96.979004,of,8
5,1,2,4,8,3,368,1042,14,16,96.064278,a,8
5,1,2,4,8,4,391,1033,112,25,96.064278,scientific,8
5,1,2,4,8,5,513,1033,157,33,96.530388,terminology,8
5,1,2,4,8,6,679,1033,135,33,96.535469,describing,8
5,1,2,4,8,7,823,1034,40,25,96.716026,the,8
5,1,2,4,8,8,873,1034,114,26,96.938576,emotions,8
5,1,2,4,9,1,210,1070,29,24,96.622261,he,8
5,1,2,4,9,2,246,1069,83,25,96.779839,wishes,8
5,1,2,4,9,3,337,1074,24,19,96.648132,to,8
5,1,2,4,9,4,369,1077,93,25,93.763672,express,8
5,1,2,4,9,5,471,1069,18,24,95.889748,is,8
5,1,2,4,9,6,497,1074,24,19,96.948395,to,8
5,1,2,4,9,7,529,1069,50,24,93.732567,him,8
5,1,2,4,9,8,586,1078,13,15,93.732567,a,8
5,1,2,4,9,9,607,1074,83,19,96.405556,matter,8
5,1,2,4,9,10,698,1069,27,24,96.987106,of,8
5,1,2,4,9,11,730,1069,89,33,96.996078,perfect,8
5,1,2,4,9,12,827,1070,158,25,96.651863,indifference.,8
5,1,2,4,10,1,212,1105,24,25,96.086838,If,8
5,1,2,4,10,2,242,1106,58,24,96.086838,such,8
5,1,2,4,10,3,309,1113,13,16,96.411575,a,8
5,1,2,4,10,4,330,1104,163,33,96.771034,"terminology,",8
5,1,2,4,10,5,504,1105,77,24,96.920784,where,8
5,1,2,4,10,6,590,1105,19,24,96.589844,it,8
5,1,2,4,10,7,617,1105,77,30,94.978004,"exists,",8
5,1,2,4,10,8,705,1105,19,24,96.556831,is,8
5,1,2,4,10,9,733,1105,98,25,96.858917,allowed,8
5,1,2,4,10,10,840,1111,24,20,96.131523,to,8
5,1,2,4,10,11,874,1106,69,25,96.15258,affect,8
5,1,2,4,10,12,951,1107,36,24,96.903214,his,8
5,1,2,4,11,1,210,1150,52,16,96.762474,own,8
5,1,2,4,11,2,271,1150,41,16,93.356583,use,8
5,1,2,4,11,3,320,1140,28,26,96.914421,of,8
5,1,2,4,11,4,354,1141,122,33,96.565308,"language,",8
5,1,2,4,11,5,486,1141,19,24,96.991982,it,8
5,1,2,4,11,6,513,1141,79,24,93.864586,affects,8
5,1,2,4,11,7,601,1141,19,24,96.527977,it,8
5,1,2,4,11,8,628,1141,36,24,96.069817,for,8
5,1,2,4,11,9,672,1142,40,23,96.22747,the,8
5,1,2,4,11,10,720,1150,81,16,95.938896,worse.,8
5,1,2,5,1,1,244,1177,53,25,96.947121,The,8
5,1,2,5,1,2,308,1185,81,17,96.933044,reason,8
5,1,2,5,1,3,401,1177,54,32,96.84375,why,8
5,1,2,5,1,4,466,1176,149,34,96.988129,"description,",8
5,1,2,5,1,5,629,1185,25,17,96.988129,so,8
5,1,2,5,1,6,666,1176,35,25,96.975342,far,8
5,1,2,5,1,7,712,1176,61,26,96.913055,from,8
5,1,2,5,1,8,785,1177,99,35,93.277733,helping,8
5,1,2,5,1,9,895,1187,92,25,92.481438,expres-,8
5,1,2,5,2,1,211,1213,57,30,96.901047,"sion,",8
5,1,2,5,2,2,279,1212,101,33,96.547638,actually,8
5,1,2,5,2,3,389,1213,109,32,96.650192,damages,8
5,1,2,5,2,4,508,1212,25,30,96.835373,"it,",8
5,1,2,5,2,5,543,1213,18,24,97.007317,is,8
5,1,2,5,2,6,570,1213,50,24,96.804802,that,8
5,1,2,5,2,7,630,1213,140,33,95.637482,description,8
5,1,2,5,2,8,780,1214,150,33,96.065277,generalizes.,8
5,1,2,5,2,9,949,1215,38,25,96.911148,To,8
5,1,2,5,3,1,211,1249,127,26,73.413788,describe'a,8
5,1,2,5,3,2,347,1248,68,33,97.003029,thing,8
5,1,2,5,3,3,425,1249,19,24,94.228401,is,8
5,1,2,5,3,4,452,1254,25,18,96.856621,to,8
5,1,2,5,3,5,487,1248,42,25,96.662239,call,8
5,1,2,5,3,6,540,1248,17,25,92.792366,it,8
5,1,2,5,3,7,567,1257,13,16,92.792366,a,8
5,1,2,5,3,8,588,1249,69,33,96.88195,thing,8
5,1,2,5,3,9,666,1249,28,25,96.930252,of,8
5,1,2,5,3,10,703,1250,58,24,96.955559,such,8
5,1,2,5,3,11,771,1250,47,25,96.894348,and,8
5,1,2,5,3,12,826,1251,60,24,96.848305,such,8
5,1,2,5,3,13,895,1260,14,15,96.237228,a,8
5,1,2,5,3,14,917,1251,69,25,96.237228,kind:,8
5,1,2,5,4,1,211,1290,24,19,97.001198,to,8
5,1,2,5,4,2,249,1285,70,32,96.657112,bring,8
5,1,2,5,4,3,332,1285,19,24,96.98703,it,8
5,1,2,5,4,4,364,1285,75,24,96.023888,under,8
5,1,2,5,4,5,452,1293,14,15,95.635803,a,8
5,1,2,5,4,6,480,1285,145,33,95.635803,"conception,",8
5,1,2,5,4,7,641,1290,24,20,96.928413,to,8
5,1,2,5,4,8,680,1285,91,34,95.226112,classify,8
5,1,2,5,4,9,785,1286,25,25,93.982468,it.,8
5,1,2,5,4,10,834,1286,151,34,96.258835,"Expression,",8
5,1,2,5,5,1,211,1329,31,16,96.379501,on,8
5,1,2,5,5,2,251,1321,40,24,96.056488,the,8
5,1,2,5,5,3,300,1325,113,27,92.851822,"contrary,",8
5,1,2,5,5,4,423,1320,185,26,92.335236,individualizes.,8
5,1,2,5,5,5,627,1321,53,25,97.008522,The,8
5,1,2,5,5,6,689,1330,71,25,96.900909,anger,8
5,1,2,5,5,7,769,1322,78,25,95.91124,which,8
5,1,2,5,5,8,852,1316,11,43,95.91124,I,8
5,1,2,5,5,9,878,1323,44,24,96.498222,feel,8
5,1,2,5,5,10,932,1323,55,25,96.807755,here,8
5,1,2,5,6,1,212,1357,46,24,96.929848,and,8
5,1,2,5,6,2,265,1365,60,21,96.564606,"now,",8
5,1,2,5,6,3,333,1356,57,25,96.564606,with,8
5,1,2,5,6,4,397,1365,14,16,95.857353,a,8
5,1,2,5,6,5,418,1356,86,25,95.857353,certain,8
5,1,2,5,6,6,512,1365,92,25,96.972527,"person,",8
5,1,2,5,6,7,613,1357,55,25,90.631401,fora,8
5,1,2,5,6,8,674,1358,85,25,95.400177,certain,8
5,1,2,5,6,9,766,1367,76,22,96.884018,"cause,",8
5,1,2,5,6,10,849,1359,19,25,96.586578,is,8
5,1,2,5,6,11,875,1367,31,16,96.586578,no,8
5,1,2,5,6,12,912,1359,75,25,96.647415,doubt,8
5,1,2,5,7,1,211,1401,29,16,95.686302,an,8
5,1,2,5,7,2,254,1393,103,24,95.686302,instance,8
5,1,2,5,7,3,370,1391,28,26,96.634941,of,8
5,1,2,5,7,4,409,1401,78,25,96.953857,"anger,",8
5,1,2,5,7,5,502,1393,46,25,96.899483,and,8
5,1,2,5,7,6,562,1393,24,25,96.410606,in,8
5,1,2,5,7,7,600,1394,136,34,96.410606,describing,8
5,1,2,5,7,8,750,1394,18,25,96.971367,it,8
5,1,2,5,7,9,781,1404,25,16,96.670158,as,8
5,1,2,5,7,10,820,1403,73,25,96.670158,anger,8
5,1,2,5,7,11,906,1403,46,17,96.976746,one,8
5,1,2,5,7,12,966,1395,18,25,96.937286,is,8
5,1,2,5,8,1,212,1427,81,34,96.308357,telling,8
5,1,2,5,8,2,302,1428,64,25,96.575943,truth,8
5,1,2,5,8,3,377,1428,71,25,96.983994,about,8
5,1,2,5,8,4,457,1429,29,29,95.96566,it;,8
5,1,2,5,8,5,496,1429,44,25,96.473869,but,8
5,1,2,5,8,6,549,1429,18,25,96.94191,it,8
5,1,2,5,8,7,577,1430,18,25,96.812515,is,8
5,1,2,5,8,8,605,1431,72,24,96.078743,much,8
5,1,2,5,8,9,687,1439,65,17,96.750206,more,8
5,1,2,5,8,10,761,1432,56,24,96.394585,than,8
5,1,2,5,8,11,828,1440,65,16,96.394585,mere,8
5,1,2,5,8,12,903,1428,82,41,96.293388,anger:,8
5,1,2,5,9,1,212,1464,18,24,96.943726,it,8
5,1,2,5,9,2,242,1464,19,25,95.709442,is,8
5,1,2,5,9,3,274,1472,14,16,92.747009,a,8
5,1,2,5,9,4,301,1464,101,33,92.747009,peculiar,8
5,1,2,5,9,5,414,1473,79,25,96.578186,"anger,",8
5,1,2,5,9,6,507,1470,42,20,96.96077,not,8
5,1,2,5,9,7,561,1466,65,33,96.888428,quite,8
5,1,2,5,9,8,639,1466,47,25,96.888428,like,8
5,1,2,5,9,9,699,1476,46,24,96.994888,any,8
5,1,2,5,9,10,757,1476,73,25,96.739372,anger,8
5,1,2,5,9,11,843,1467,51,26,96.739372,that,8
5,1,2,5,9,12,909,1467,10,25,96.715843,I,8
5,1,2,5,9,13,934,1476,53,16,96.919533,ever,8
5,1,2,5,10,1,213,1499,41,25,96.933693,felt,8
5,1,2,5,10,2,262,1500,85,30,96.928551,"before,",8
5,1,2,5,10,3,358,1500,45,25,96.928551,and,8
5,1,2,5,10,4,412,1501,113,34,96.944351,probably,8
5,1,2,5,10,5,532,1508,43,19,96.982521,not,8
5,1,2,5,10,6,583,1503,64,33,96.907326,quite,8
5,1,2,5,10,7,655,1503,46,25,96.907326,like,8
5,1,2,5,10,8,710,1512,46,24,96.43589,any,8
5,1,2,5,10,9,763,1512,73,25,96.85051,anger,8
5,1,2,5,10,10,846,1504,10,25,96.85051,I,8
5,1,2,5,10,11,865,1504,59,25,96.367859,shall,8
5,1,2,5,10,12,934,1512,53,17,96.987831,ever,8
5,1,1,1,1,1,250,178,54,21,95.961128,ART,9
5,1,1,1,1,2,319,177,117,20,95.961128,PROPER:,9
5,1,1,1,1,3,450,177,29,26,96.556046,(1),9
5,1,1,1,1,4,494,176,31,20,95.924675,AS,9
5,1,1,1,1,5,540,176,166,20,96.571686,EXPRESSION,9
5,1,1,1,1,6,840,182,37,20,86.97113,113,9
5,1,2,1,1,1,87,218,43,25,95.254105,feel,9
5,1,2,1,1,2,140,217,76,33,95.254105,again.,9
5,1,2,1,1,3,235,216,37,24,96.96759,To,9
5,1,2,1,1,4,283,216,98,23,96.86776,become,9
5,1,2,1,1,5,390,213,60,33,96.988319,fully,9
5,1,2,1,1,6,460,213,124,25,95.941628,conscious,9
5,1,2,1,1,7,594,213,29,24,95.941628,of,9
5,1,2,1,1,8,629,213,18,24,95.768044,it,9
5,1,2,1,1,9,657,222,81,16,95.768044,means,9
5,1,2,1,1,10,749,213,130,33,97.008362,becoming,9
5,1,2,1,2,1,87,253,121,25,96.298508,conscious,9
5,1,2,1,2,2,217,251,28,25,96.298508,of,9
5,1,2,1,2,3,251,252,17,23,96.853004,it,9
5,1,2,1,2,4,278,256,42,18,96.858086,not,9
5,1,2,1,2,5,328,250,89,32,96.151611,merely,9
5,1,2,1,2,6,426,258,25,16,96.949402,as,9
5,1,2,1,2,7,461,258,29,15,95.941643,an,9
5,1,2,1,2,8,499,249,107,24,95.941643,instance,9
5,1,2,1,2,9,616,249,28,24,96.949402,of,9
5,1,2,1,2,10,650,258,82,24,96.909538,"anger,",9
5,1,2,1,2,11,742,249,46,24,96.92778,but,9
5,1,2,1,2,12,797,258,24,15,96.889015,as,9
5,1,2,1,2,13,832,249,46,25,96.674568,this,9
5,1,2,1,3,1,87,289,64,33,96.668221,quite,9
5,1,2,1,3,2,162,288,102,33,96.668221,peculiar,9
5,1,2,1,3,3,274,295,79,23,95.114235,anger.,9
5,1,2,1,3,4,376,285,147,33,95.969017,Expressing,9
5,1,2,1,3,5,534,285,25,29,96.701088,"it,",9
5,1,2,1,3,6,572,293,35,16,96.975533,we,9
5,1,2,1,3,7,619,293,54,22,96.975533,"saw,",9
5,1,2,1,3,8,686,286,42,23,96.910873,has,9
5,1,2,1,3,9,740,285,138,32,96.910873,something,9
5,1,2,1,4,1,86,331,24,19,96.243668,to,9
5,1,2,1,4,2,120,325,30,24,96.734138,do,9
5,1,2,1,4,3,159,324,56,23,96.896385,with,9
5,1,2,1,4,4,225,322,127,32,96.527611,becoming,9
5,1,2,1,4,5,362,321,124,24,96.740135,conscious,9
5,1,2,1,4,6,496,320,28,25,96.988251,of,9
5,1,2,1,4,7,530,320,29,29,96.4646,it;,9
5,1,2,1,4,8,570,320,125,30,95.37117,"therefore,",9
5,1,2,1,4,9,707,320,22,24,95.37117,if,9
5,1,2,1,4,10,735,320,74,33,96.548126,being,9
5,1,2,1,4,11,818,320,61,33,96.927917,fully,9
5,1,2,1,5,1,86,360,121,25,96.591637,conscious,9
5,1,2,1,5,2,218,358,27,24,96.771248,of,9
5,1,2,1,5,3,253,358,18,24,96.771248,it,9
5,1,2,1,5,4,281,366,81,15,96.988586,means,9
5,1,2,1,5,5,373,356,73,33,96.902481,being,9
5,1,2,1,5,6,457,356,124,24,96.815002,conscious,9
5,1,2,1,5,7,592,356,29,24,96.988373,of,9
5,1,2,1,5,8,628,356,30,24,95.169289,all,9
5,1,2,1,5,9,669,357,30,23,95.173775,its,9
5,1,2,1,5,10,710,356,166,33,96.861664,"peculiarities,",9
5,1,2,1,6,1,86,396,58,32,96.964859,fully,9
5,1,2,1,6,2,152,393,136,34,96.744301,expressing,9
5,1,2,1,6,3,296,393,18,24,96.633934,it,9
5,1,2,1,6,4,323,401,80,16,96.633934,means,9
5,1,2,1,6,5,412,392,140,33,95.962463,expressing,9
5,1,2,1,6,6,560,392,29,24,94.886314,all,9
5,1,2,1,6,7,599,392,29,24,96.573936,its,9
5,1,2,1,6,8,638,392,167,32,92.552879,peculiarities.,9
5,1,2,1,6,9,823,393,55,24,96.416412,The,9
5,1,2,1,7,1,86,437,61,28,96.113701,"poet,",9
5,1,2,1,7,2,157,429,122,29,96.113701,"therefore,",9
5,1,2,1,7,3,289,429,23,23,96.975098,in,9
5,1,2,1,7,4,323,428,138,33,96.975098,proportion,9
5,1,2,1,7,5,471,436,24,16,96.827393,as,9
5,1,2,1,7,6,503,428,31,24,96.929321,he,9
5,1,2,1,7,7,543,428,160,24,96.795815,understands,9
5,1,2,1,7,8,712,428,36,24,96.913597,his,9
5,1,2,1,7,9,759,428,117,30,96.865219,"business,",9
5,1,2,1,8,1,86,472,50,28,96.710297,gets,9
5,1,2,1,8,2,156,475,24,15,96.710297,as,9
5,1,2,1,8,3,201,465,34,24,95.992424,far,9
5,1,2,1,8,4,255,473,65,23,96.253593,away,9
5,1,2,1,8,5,340,473,24,15,96.253593,as,9
5,1,2,1,8,6,386,463,104,33,96.504654,possible,9
5,1,2,1,8,7,510,463,63,24,96.355705,from,9
5,1,2,1,8,8,594,463,90,33,96.751213,merely,9
5,1,2,1,8,9,704,463,115,34,96.24897,labelling,9
5,1,2,1,8,10,840,464,37,24,95.922401,his,9
5,1,2,1,9,1,86,502,114,25,96.596062,emotions,9
5,1,2,1,9,2,210,509,24,16,96.295891,as,9
5,1,2,1,9,3,245,501,117,23,96.295891,instances,9
5,1,2,1,9,4,372,499,28,24,96.955353,of,9
5,1,2,1,9,5,408,499,48,25,96.931236,this,9
5,1,2,1,9,6,466,508,27,15,96.759827,or,9
5,1,2,1,9,7,503,500,52,23,96.937881,that,9
5,1,2,1,9,8,566,499,95,33,96.750481,general,9
5,1,2,1,9,9,673,499,67,30,96.739418,"kind,",9
5,1,2,1,9,10,751,500,49,24,97.014839,and,9
5,1,2,1,9,11,811,500,67,24,96.439766,takes,9
5,1,2,1,10,1,86,545,123,17,96.728088,enormous,9
5,1,2,1,10,2,225,536,66,33,96.437241,pains,9
5,1,2,1,10,3,305,541,25,19,93.285637,to,9
5,1,2,1,10,4,345,535,169,24,92.550003,individualize,9
5,1,2,1,10,5,528,535,67,24,96.731194,them,9
5,1,2,1,10,6,610,535,32,33,96.465775,by,9
5,1,2,1,10,7,656,536,141,32,96.619194,expressing,9
5,1,2,1,10,8,811,536,66,24,96.913948,them,9
5,1,2,1,11,1,85,575,23,23,94.933167,in,9
5,1,2,1,11,2,130,579,71,18,94.933167,terms,9
5,1,2,1,11,3,223,572,76,24,96.174835,which,9
5,1,2,1,11,4,322,571,75,24,96.663582,reveal,9
5,1,2,1,11,5,420,571,61,24,96.663582,their,9
5,1,2,1,11,6,503,571,130,24,96.46299,difference,9
5,1,2,1,11,7,655,571,62,24,96.46299,from,9
5,1,2,1,11,8,740,580,47,24,96.914177,any,9
5,1,2,1,11,9,809,572,69,24,96.591713,other,9
5,1,2,1,12,1,85,609,101,25,96.94635,emotion,9
5,1,2,1,12,2,197,608,27,24,97.005211,of,9
5,1,2,1,12,3,230,608,39,23,96.932396,the,9
5,1,2,1,12,4,278,616,64,15,96.972839,same,9
5,1,2,1,12,5,351,612,56,19,95.594795,sort.,9
5,1,2,2,1,1,118,644,59,24,96.74514,This,9
5,1,2,2,1,2,190,644,18,24,96.398132,is,9
5,1,2,2,1,3,221,652,13,15,96.398132,a,9
5,1,2,2,1,4,246,643,67,32,96.65773,point,9
5,1,2,2,1,5,326,643,23,23,96.961266,in,9
5,1,2,2,1,6,362,643,78,23,96.941612,which,9
5,1,2,2,1,7,453,648,36,19,96.996902,art,9
5,1,2,2,1,8,501,651,95,24,97.006348,"proper,",9
5,1,2,2,1,9,610,651,25,16,96.253662,as,9
5,1,2,2,1,10,648,643,40,24,96.665688,the,9
5,1,2,2,1,11,702,643,137,33,96.3899,expression,9
5,1,2,2,1,12,852,643,29,25,93.058449,of,9
5,1,2,2,1,13,895,650,5,2,65.172928,~,9
5,1,2,2,2,1,85,680,108,29,96.668312,"emotion,",9
5,1,2,2,2,2,204,679,80,24,96.668312,differs,9
5,1,2,2,2,3,295,678,94,33,96.601067,sharply,9
5,1,2,2,2,4,399,678,47,24,97.013153,and,9
5,1,2,2,2,5,459,678,125,33,96.990509,obviously,9
5,1,2,2,2,6,594,678,63,25,96.386864,from,9
5,1,2,2,2,7,671,688,45,23,96.424828,any,9
5,1,2,2,2,8,727,678,59,25,96.27726,craft,9
5,1,2,2,2,9,796,680,82,24,96.929054,whose,9
5,1,2,2,3,1,85,716,45,24,96.863075,aim,9
5,1,2,2,3,2,142,716,17,24,96.848831,it,9
5,1,2,2,3,3,170,716,18,24,96.874977,is,9
5,1,2,2,3,4,201,720,23,19,96.926483,to,9
5,1,2,2,3,5,235,723,82,15,96.950439,arouse,9
5,1,2,2,3,6,329,714,113,24,96.017754,emotion.,9
5,1,2,2,3,7,464,714,54,24,96.571121,The,9
5,1,2,2,3,8,530,714,46,24,96.571121,end,9
5,1,2,2,3,9,588,714,79,25,95.788086,which,9
5,1,2,2,3,10,672,710,11,41,95.788086,a,9
5,1,2,2,3,11,704,715,61,24,96.722397,craft,9
5,1,2,2,3,12,776,721,46,19,97.004715,sets,9
5,1,2,2,3,13,835,721,43,19,96.91349,out,9
5,1,2,2,4,1,85,757,23,19,96.413742,to,9
5,1,2,2,4,2,130,751,83,24,96.503014,realize,9
5,1,2,2,4,3,235,750,18,25,96.648155,is,9
5,1,2,2,4,4,276,750,84,32,96.468536,always,9
5,1,2,2,4,5,383,749,127,25,96.727135,conceived,9
5,1,2,2,4,6,533,750,24,24,96.783684,in,9
5,1,2,2,4,7,580,751,96,31,95.671097,general,9
5,1,2,2,4,8,700,756,80,24,95.563644,"terms,",9
5,1,2,2,4,9,806,760,72,16,96.422691,never,9
5,1,2,2,5,1,84,786,189,26,95.770103,individualized.,9
5,1,2,2,5,2,295,786,120,23,96.493881,However,9
5,1,2,2,5,3,427,786,133,32,96.069649,accurately,9
5,1,2,2,5,4,572,786,97,24,96.744537,defined,9
5,1,2,2,5,5,680,786,19,24,97.008537,it,9
5,1,2,2,5,6,709,795,57,24,96.898041,may,9
5,1,2,2,5,7,777,787,38,30,96.884491,"be,",9
5,1,2,2,5,8,827,787,19,24,96.923897,it,9
5,1,2,2,5,9,857,788,21,24,96.923897,is,9
5,1,2,2,6,1,83,823,83,32,96.991547,always,9
5,1,2,2,6,2,178,821,94,25,96.788773,defined,9
5,1,2,2,6,3,285,830,24,16,96.594055,as,9
5,1,2,2,6,4,322,822,40,23,96.980324,the,9
5,1,2,2,6,5,375,821,142,32,96.710342,production,9
5,1,2,2,6,6,531,821,29,25,96.908623,of,9
5,1,2,2,6,7,569,830,13,15,96.763885,a,9
5,1,2,2,6,8,596,821,71,34,96.739326,thing,9
5,1,2,2,6,9,678,822,91,33,93.27507,having,9
5,1,2,2,6,10,782,823,96,25,92.816666,charac-,9
5,1,2,2,7,1,83,858,97,25,96.792053,teristics,9
5,1,2,2,7,2,198,858,50,23,96.792053,that,9
5,1,2,2,7,3,264,857,70,24,96.379509,could,9
5,1,2,2,7,4,351,857,29,24,96.83493,be,9
5,1,2,2,7,5,398,857,84,24,96.254868,shared,9
5,1,2,2,7,6,500,857,32,32,96.974083,by,9
5,1,2,2,7,7,548,858,69,23,96.875977,other,9
5,1,2,2,7,8,635,858,89,32,95.686501,things.,9
5,1,2,2,7,9,751,859,24,23,95.23925,A,9
5,1,2,2,7,10,788,859,88,32,95.23925,"joiner,",9
5,1,2,2,8,1,84,894,96,32,96.94239,making,9
5,1,2,2,8,2,185,888,14,42,96.817734,a,9
5,1,2,2,8,3,219,893,60,24,96.85701,table,9
5,1,2,2,8,4,293,898,42,18,96.960663,out,9
5,1,2,2,8,5,347,892,28,24,96.914406,of,9
5,1,2,2,8,6,386,893,65,23,96.758682,these,9
5,1,2,2,8,7,466,893,77,32,96.772865,pieces,9
5,1,2,2,8,8,557,892,28,25,96.851433,of,9
5,1,2,2,8,9,595,894,71,23,96.93055,wood,9
5,1,2,2,8,10,679,894,48,24,96.149513,and,9
5,1,2,2,8,11,742,903,31,15,96.623207,no,9
5,1,2,2,8,12,786,895,90,30,95.908356,"others,",9
5,1,2,2,9,1,83,930,79,24,96.634399,makes,9
5,1,2,2,9,2,175,929,18,24,97.001404,it,9
5,1,2,2,9,3,204,934,24,18,96.837051,to,9
5,1,2,2,9,4,240,934,186,18,96.246826,measurements,9
5,1,2,2,9,5,438,929,47,23,96.980148,and,9
5,1,2,2,9,6,498,929,175,32,96.084297,specifications,9
5,1,2,2,9,7,684,930,88,29,96.516418,"which,",9
5,1,2,2,9,8,785,938,60,17,96.990883,even,9
5,1,2,2,9,9,859,931,21,24,96.97599,if,9
5,1,2,2,10,1,82,965,98,32,96.488121,actually,9
5,1,2,2,10,2,198,964,83,24,96.122246,shared,9
5,1,2,2,10,3,299,964,31,32,96.976418,by,9
5,1,2,2,10,4,347,972,31,16,95.899918,no,9
5,1,2,2,10,5,396,964,69,24,96.540649,other,9
5,1,2,2,10,6,482,964,69,30,96.783493,"table,",9
5,1,2,2,10,7,571,964,79,33,96.759064,might,9
5,1,2,2,10,8,668,965,24,24,96.952843,in,9
5,1,2,2,10,9,711,965,117,33,96.88929,principle,9
5,1,2,2,10,10,847,967,30,24,96.88929,be,9
5,1,2,2,11,1,82,1000,83,25,96.973801,shared,9
5,1,2,2,11,2,177,1001,31,31,96.973801,by,9
5,1,2,2,11,3,219,1000,66,24,96.926697,other,9
5,1,2,2,11,4,297,999,82,25,93.534126,tables.,9
5,1,2,2,11,5,400,1000,23,23,96.835777,A,9
5,1,2,2,11,6,435,1000,122,32,96.835777,physician,9
5,1,2,2,11,7,571,1001,103,32,96.400955,treating,9
5,1,2,2,11,8,685,1009,14,15,96.795547,a,9
5,1,2,2,11,9,711,1001,92,33,96.795547,patient,9
5,1,2,2,11,10,815,1002,36,24,93.598091,for,9
5,1,2,2,11,11,863,1012,14,15,93.598091,a,9
5,1,2,2,12,1,82,1036,86,24,96.887543,certain,9
5,1,2,2,12,2,183,1035,128,33,96.68161,complaint,9
5,1,2,2,12,3,325,1035,20,24,96.976257,is,9
5,1,2,2,12,4,360,1035,80,33,96.192757,trying,9
5,1,2,2,12,5,454,1041,25,18,96.855225,to,9
5,1,2,2,12,6,495,1036,106,32,96.233604,produce,9
5,1,2,2,12,7,616,1036,25,24,96.233604,in,9
5,1,2,2,12,8,656,1037,51,24,96.307869,him,9
5,1,2,2,12,9,722,1046,14,15,96.713631,a,9
5,1,2,2,12,10,751,1038,124,25,96.399567,condition,9
5,1,2,2,13,1,82,1072,75,24,96.490784,which,9
5,1,2,2,13,2,171,1072,77,32,96.625893,might,9
5,1,2,2,13,3,262,1072,35,30,96.900688,"be,",9
5,1,2,2,13,4,312,1071,47,24,97.004494,and,9
5,1,2,2,13,5,373,1071,116,33,96.544975,probably,9
5,1,2,2,13,6,503,1072,41,24,96.944145,has,9
5,1,2,2,13,7,559,1072,68,30,96.953911,"been,",9
5,1,2,2,13,8,639,1072,66,25,96.932251,often,9
5,1,2,2,13,9,715,1073,126,33,96.924522,produced,9
5,1,2,2,13,10,851,1074,23,25,96.975563,in,9
5,1,2,2,14,1,82,1107,85,30,96.994987,"others,",9
5,1,2,2,14,2,181,1107,99,33,96.915245,"namely,",9
5,1,2,2,14,3,293,1108,41,24,96.944901,the,9
5,1,2,2,14,4,346,1107,122,25,96.715317,condition,9
5,1,2,2,14,5,480,1107,29,25,96.935631,of,9
5,1,2,2,14,6,518,1108,140,34,96.977982,recovering,9
5,1,2,2,14,7,671,1108,62,26,96.693161,from,9
5,1,2,2,14,8,747,1110,51,24,93.267242,that,9
5,1,2,2,14,9,811,1118,65,17,92.286095,com-,9
5,1,2,2,15,1,83,1143,79,33,92.482552,plaint.,9
5,1,2,2,15,2,181,1144,30,23,95.513779,So,9
5,1,2,2,15,3,220,1152,29,15,95.513779,an,9
5,1,2,2,15,4,259,1143,81,25,96.749062,‘artist’,9
5,1,2,2,15,5,350,1143,88,33,96.796898,setting,9
5,1,2,2,15,6,447,1149,43,19,96.936302,out,9
5,1,2,2,15,7,498,1149,24,19,96.936302,to,9
5,1,2,2,15,8,532,1144,107,33,93.287048,produce,9
5,1,2,2,15,9,647,1153,13,16,93.287048,a,9
5,1,2,2,15,10,670,1146,87,24,94.461708,certain,9
5,1,2,2,15,11,768,1147,106,24,96.669006,emotion,9
5,1,2,2,16,1,82,1179,23,23,96.902084,in,9
5,1,2,2,16,2,119,1179,35,24,96.902084,his,9
5,1,2,2,16,3,168,1179,112,25,96.300056,audience,9
5,1,2,2,16,4,293,1179,19,25,96.339111,is,9
5,1,2,2,16,5,326,1180,88,32,96.330803,setting,9
5,1,2,2,16,6,427,1185,44,19,96.441864,out,9
5,1,2,2,16,7,482,1185,25,19,96.982208,to,9
5,1,2,2,16,8,521,1180,107,33,96.894104,produce,9
5,1,2,2,16,9,642,1186,42,19,96.861931,not,9
5,1,2,2,16,10,697,1190,30,16,96.861931,an,9
5,1,2,2,16,11,741,1181,133,26,96.830177,individual,9
5,1,2,2,17,1,82,1214,110,30,96.759445,"emotion,",9
5,1,2,2,17,2,207,1216,43,23,96.028358,but,9
5,1,2,2,17,3,262,1224,29,15,96.806175,an,9
